@relation satimage

@attribute 'Aattr' numeric
@attribute 'Battr' numeric
@attribute 'Cattr' numeric
@attribute 'Dattr' numeric
@attribute 'Eattr' numeric
@attribute 'Fattr' numeric
@attribute 'A1attr' numeric
@attribute 'B2attr' numeric
@attribute 'C3attr' numeric
@attribute 'D4attr' numeric
@attribute 'E5attr' numeric
@attribute 'F6attr' numeric
@attribute 'A7attr' numeric
@attribute 'B8attr' numeric
@attribute 'C9attr' numeric
@attribute 'D10attr' numeric
@attribute 'E11attr' numeric
@attribute 'F12attr' numeric
@attribute 'A13attr' numeric
@attribute 'B14attr' numeric
@attribute 'C15attr' numeric
@attribute 'D16attr' numeric
@attribute 'E17attr' numeric
@attribute 'F18attr' numeric
@attribute 'A19attr' numeric
@attribute 'B20attr' numeric
@attribute 'C21attr' numeric
@attribute 'D22attr' numeric
@attribute 'E23attr' numeric
@attribute 'F24attr' numeric
@attribute 'A25attr' numeric
@attribute 'B26attr' numeric
@attribute 'C27attr' numeric
@attribute 'D28attr' numeric
@attribute 'E29attr' numeric
@attribute 'F30attr' numeric

@attribute 'class' {1.,2.,3.,4.,5.,7.}

@data
1.514052,1.110256,1.063887,0.709468,1.537455,1.518646,1.373574,0.712894,1.565457,1.316883,1.090769,0.717124,1.669547,1.073232,0.881261,0.599783,1.695595,1.258626,0.888293,0.388575,1.720804,1.098526,0.899623,0.394922,1.755280,1.211546,0.890006,0.228494,1.486431,1.000315,0.891274,0.230101,1.214214,1.014206,0.663291,0.025959,3.
-0.470385,-0.594123,-1.639474,-1.354278,-0.158561,-0.272803,-1.626890,-1.187752,0.154978,-0.257765,-1.614109,-0.968763,0.052220,-0.370976,-1.038601,-1.090478,0.070493,-0.182104,-1.025849,-0.924758,0.086237,-0.168714,-0.833829,-0.915985,-0.085593,-0.279503,-1.517817,-1.140555,-0.069968,-0.268987,-1.263859,-1.135182,0.244181,-0.081470,-1.013809,-0.918710,7.
1.367057,0.848043,0.523215,0.286136,1.389975,0.863238,0.533444,0.290528,1.416986,1.054442,0.549793,0.295652,0.713854,0.329246,0.041321,-0.192527,1.400122,1.040333,0.589209,0.230975,1.423610,1.054828,0.839849,0.237614,-1.484656,-1.770552,1.070593,1.492232,-0.218196,-0.531602,0.053167,0.125080,0.990360,0.575936,0.303913,-0.079004,3.
-0.176394,0.848043,1.123962,0.709468,-0.158561,0.688462,0.593453,0.501711,-0.141965,0.704520,1.150877,0.506388,-0.241839,0.898176,0.521286,0.705425,-0.224980,0.909358,1.067744,0.493642,-0.210957,0.748942,0.540978,0.342486,-0.453767,0.334459,0.107463,-0.192752,-0.440539,0.518855,0.352491,0.020058,-0.128909,0.532109,0.124223,0.025959,1.
1.367057,0.673235,0.042617,-0.190113,1.095016,0.688462,0.293407,-0.184633,0.748864,0.529559,0.068926,-0.178503,0.934398,0.723121,0.521286,-0.086885,0.956912,0.560090,0.290124,-0.241825,0.977819,0.574151,0.062784,-0.077004,1.018931,0.685294,0.107463,-0.192752,1.041746,0.693931,0.352491,-0.189986,1.064978,0.532109,0.124223,-0.183967,3.
-0.764376,-0.594123,-1.459250,-1.354278,-0.453520,-0.753436,-1.446863,-1.187752,-0.141965,-0.563946,-1.614109,-1.179498,-0.462384,-0.546032,-1.518567,-1.301760,-0.446584,-0.531371,-1.504385,-1.292491,-0.433852,-0.693089,-1.730443,-1.283040,-0.380132,-0.630338,-1.698404,-1.351178,-0.662882,-0.619140,-1.503318,-1.502759,-0.651234,-0.607395,-1.672669,-1.338564,7.
0.117596,1.197660,1.123962,0.709468,-0.158561,0.688462,0.833490,0.712894,-0.141965,0.354598,0.309360,0.506388,0.052220,0.723121,0.761269,0.705425,-0.224980,0.909358,1.366829,0.703775,0.086237,0.748942,1.078945,0.709540,0.429852,0.860711,1.190984,0.807707,0.152375,0.693931,0.891274,0.807721,0.468035,1.101860,1.501841,0.813184,1.
0.338089,-0.200805,-0.918578,-0.878029,0.062659,-0.185416,-1.146816,-1.029365,-0.438908,-0.695167,-1.794434,-1.600970,-0.168324,-0.283448,-1.458571,-0.984836,-0.151111,-0.575030,-1.863286,-1.345024,-0.731046,-1.130069,-2.627056,-2.122021,-0.895577,-0.893464,-2.179969,-1.667113,-1.181682,-1.013061,-2.161831,-1.817824,-0.875088,-1.177146,-2.571115,-2.020825,5.
0.926071,0.716937,0.282916,-0.084280,0.947536,0.732156,0.293407,-0.079042,1.268514,0.748260,0.309360,-0.073135,0.713854,0.504301,0.341299,-0.192527,1.030780,0.691066,0.349941,0.020842,1.349311,0.705245,0.361655,0.027868,1.166201,0.816857,0.107463,-0.140096,1.189974,0.606393,0.113031,0.020058,1.214214,0.838898,0.663291,0.025959,3.
-0.470385,0.673235,0.883663,0.391969,-0.748479,0.338911,0.113379,0.396120,-0.958558,0.048417,-0.351833,0.032233,-1.197532,0.197954,0.101317,0.018756,-1.406871,-0.531371,-0.607130,-0.346891,-1.622628,-0.518297,-0.594733,-0.129441,-1.411021,-0.454920,-0.554688,-0.350719,-1.404024,-0.619140,-0.784941,-0.557562,-1.173560,-0.607395,-0.774223,-0.551339,1.
-0.176394,-0.375613,-1.098802,-1.301361,-0.158561,-0.360191,-1.326844,-1.082161,-0.141965,-0.476466,-1.313567,-1.074130,-0.462384,-0.546032,-0.678627,-0.667912,-0.446584,-0.880639,-0.666947,-0.451958,-0.433852,-0.998975,-0.654507,0.132741,-0.748307,-1.025027,-0.554688,0.017871,-0.736996,-1.144368,-0.126428,0.177591,-0.725852,-1.133319,-0.115362,0.183404,5.
0.338089,-0.025997,-0.197682,-0.454696,-0.232300,-0.534967,-1.566881,-1.240548,-0.438908,-0.870128,-1.974760,-1.600970,0.713854,0.329246,-0.138666,-0.192527,0.144362,-0.094787,-0.786581,-0.977291,-0.433852,-0.736787,-2.208636,-1.335476,-0.159228,-0.367211,-0.855666,-0.508686,0.078260,-0.356526,-1.024400,-0.715095,0.094945,-0.519740,-1.253394,-1.076155,7.
1.661048,1.066554,0.643364,0.180303,1.684934,0.863238,0.353416,0.026550,1.045807,0.704520,0.369468,-0.178503,2.037121,1.379579,1.181239,0.599783,2.064936,1.389601,0.888293,0.388575,1.497908,1.229620,0.899623,0.237614,2.049819,1.386964,1.251179,0.597084,2.079345,1.219160,0.951139,0.597678,2.109629,1.233342,0.962773,0.603258,3.
-0.764376,-0.856336,-1.339101,-0.613446,-1.043438,-0.840824,-1.086807,-0.818182,-0.141965,-0.826388,-0.832700,-0.810711,0.346280,-0.020865,-0.438644,-0.456630,-0.446584,-0.706005,-1.145483,-0.662091,-0.731046,-0.867881,-1.551120,-0.863549,0.429852,0.202896,-0.133319,-0.192752,0.448832,-0.093911,-0.784941,-0.400030,-0.427380,-0.738876,-1.193498,-0.761265,5.
-0.470385,-0.856336,0.282916,0.709468,0.136399,-0.185416,-0.186668,-0.184633,0.748864,0.529559,-0.171507,-0.178503,-0.756443,-0.721087,0.281304,0.705425,-0.446584,-0.706005,0.529392,0.703775,0.086237,-0.343506,0.301881,0.132741,-0.748307,-0.893464,-0.374101,0.386461,-0.440539,-0.750447,-0.126428,0.597678,-0.128909,-0.256778,0.663291,0.393331,5.
-1.278860,-0.200805,-0.197682,-0.243030,-1.264658,-0.185416,-0.426705,-0.079042,-1.255501,-0.520206,-0.892808,-0.441923,-1.271047,-0.589796,-1.038601,-0.403809,-1.480740,-0.749664,-0.786581,-0.399425,-1.251136,-0.736787,-0.774055,-0.548931,-1.190116,-0.542629,-0.614884,-0.508686,-1.404024,-0.531602,-0.605346,-0.505051,-1.397414,-0.519740,-0.834119,-0.498857,1.
0.117596,-0.025997,-0.978653,-0.825112,-0.084821,-0.185416,-0.966788,-1.029365,-0.067729,-0.170284,-0.952917,-1.021446,-0.168324,-0.020865,-1.098597,-0.826374,-0.151111,-0.182104,-1.085666,-1.082358,-0.136658,-0.168714,-1.312023,-1.073294,-0.232863,-0.191794,-1.156644,-1.035244,-0.218196,-0.356526,-0.904670,-1.030160,-0.203527,-0.344432,-0.894016,-1.023674,7.
-0.470385,1.110256,1.063887,0.921135,-0.453520,0.906932,1.073527,0.712894,-0.438908,1.141922,0.790227,0.506388,-0.462384,0.854412,1.181239,0.388501,-0.446584,0.865700,1.187378,0.598708,-0.136658,0.880036,1.198494,0.604668,-0.453767,0.816857,1.190984,0.597084,-0.440539,0.825239,0.891274,0.597678,-0.128909,1.014206,0.902877,0.760703,1.
0.705578,0.498427,0.342991,-0.190113,1.021276,0.688462,0.353416,0.026550,1.342750,0.704520,0.369468,0.032233,1.154943,0.810648,0.101317,-0.139706,1.178517,0.603749,0.110673,0.020842,1.200714,0.836338,0.660526,0.027868,1.387105,0.992274,0.950202,0.228494,1.115860,1.219160,0.951139,0.230101,1.139596,0.838898,0.962773,0.445813,3.
-1.866841,-2.254800,1.724709,2.879048,-1.854576,-2.239028,1.433583,2.455153,-1.849387,-2.138594,1.751962,2.455694,-1.491592,-2.034003,1.061248,2.078762,-1.923949,-2.365027,2.323900,3.015240,-1.696927,-2.353611,1.676687,2.649684,-1.263751,-1.682843,0.348246,1.176297,-1.700481,-2.238594,1.489922,2.750625,-1.994357,-2.228996,1.861220,2.964933,2.
1.073066,0.804341,0.703439,0.233219,1.389975,0.994319,0.173388,0.448916,1.120043,0.660780,0.189143,0.242968,1.375487,0.854412,0.521286,0.282859,1.400122,0.691066,0.828476,0.493642,0.532028,0.530453,0.301881,0.290050,1.387105,0.860711,0.589028,0.491773,0.745289,0.518855,0.053167,0.230101,-0.128909,0.532109,0.603395,0.498294,3.
2.028536,1.197660,1.123962,0.709468,2.053633,1.431258,1.133537,0.712894,1.788164,1.229403,1.150877,0.506388,1.890091,1.292051,0.761269,0.494142,1.547858,1.127650,0.768659,0.336042,1.572207,0.923734,0.540978,0.132741,1.681645,1.079983,0.890006,0.386461,1.708774,1.262929,1.190598,0.387634,1.736540,1.101860,0.663291,0.603258,3.
1.073066,0.673235,0.282916,-0.084280,1.095016,0.688462,0.293407,-0.237429,1.120043,0.529559,0.309360,-0.231187,1.081428,0.504301,0.281304,-0.192527,0.735308,0.516432,-0.188412,-0.399425,1.126416,0.530453,0.062784,-0.181877,0.650756,0.159041,-0.434297,-0.456031,0.967631,0.562624,0.053167,-0.242497,0.990360,0.575936,0.064327,-0.236449,7.
-0.396887,0.498427,0.523215,0.286136,-0.674739,-0.010640,0.053370,-0.237429,-1.181266,-0.345245,-0.712483,-0.441923,-0.462384,0.154190,-0.198662,0.018756,-0.446584,0.167164,-0.188412,0.020842,-0.731046,0.006078,-0.594733,-0.181877,-0.969212,-0.191794,-0.675079,-0.087440,-0.736996,-0.006373,0.053167,-0.084964,-0.725852,0.006184,0.064327,-0.079004,1.
-0.470385,-0.025997,0.042617,0.127386,-0.232300,0.164136,0.053370,0.132141,-0.216201,0.004676,0.068926,-0.073135,-0.462384,0.329246,0.101317,0.177218,-0.742057,0.210823,0.110673,0.020842,-0.136658,0.049776,-0.355636,0.027868,-0.159228,0.378313,0.107463,0.386461,-0.662882,0.037396,-0.126428,0.020058,-0.427380,-0.344432,-0.115362,-0.131486,1.
-0.176394,-0.725230,-1.759624,-1.460111,-0.453520,-0.709742,-1.746909,-1.451731,-0.438908,-0.695167,-1.734326,-1.442918,-0.388869,-0.764851,-1.938536,-1.513043,-0.372716,-0.618688,-1.683835,-1.502624,-0.062360,-0.605693,-1.252249,-1.492785,-0.380132,-0.674192,-1.698404,-1.614457,-0.366425,-0.531602,-1.922372,-1.240204,-0.054291,-0.519740,-1.433084,-1.233600,7.
-1.058367,-1.424462,-1.939848,-1.513027,-1.043438,-1.408844,-1.926937,-1.715710,-1.032794,-1.395010,-1.734326,-1.495602,-1.271047,-1.640129,-1.158593,-1.037657,-0.963662,-1.491858,-1.564201,-1.239957,-0.953942,-1.479652,-1.790217,-1.597658,-0.969212,-1.551280,-1.457622,-0.982588,-1.255796,-1.538290,-1.443454,-1.187693,-0.949706,-1.396281,-1.612773,-1.338564,5.
-1.278860,-0.550421,-0.918578,-0.666362,-0.969698,-0.360191,-0.426705,-0.448612,-0.958558,-0.170284,-0.652375,-0.231187,-0.976988,-0.458504,-0.798618,-0.403809,-0.742057,-0.269421,-0.547313,-0.189291,-0.731046,0.049776,-0.116539,0.027868,-1.190116,-0.542629,-0.855666,-0.719309,-1.181682,-0.356526,-0.365887,-0.347519,-0.875088,-0.169124,-0.115362,-0.131486,1.
1.661048,0.673235,0.342991,0.180303,1.021276,0.207829,-0.126658,-0.184633,-0.141965,-0.738907,-1.013025,-0.547291,1.154943,0.810648,0.341299,0.018756,0.956912,0.385456,0.110673,-0.136758,0.383431,-0.168714,-0.355636,-0.496495,1.387105,0.641439,0.408441,-0.192752,1.115860,0.650162,0.412356,-0.189986,0.244181,-0.081470,-1.013809,-0.918710,7.
0.117596,-0.200805,-1.339101,-0.825112,0.136399,-0.360191,-1.086807,-0.818182,-0.141965,-0.476466,-1.073134,-0.810711,0.346280,-0.370976,-0.678627,-0.879195,0.070493,-0.182104,-0.666947,-0.872224,0.086237,-0.343506,-1.371797,-0.863549,0.135312,-0.104085,-0.795470,-0.771965,0.152375,-0.268987,-1.024400,-0.977650,0.169563,-0.081470,-1.013809,-0.761265,7.
1.220062,0.891745,0.523215,0.127386,1.242496,0.906932,0.293407,0.132141,1.268514,0.923221,0.790227,0.137600,1.301973,0.854412,0.641278,0.177218,1.326253,0.865700,0.649025,0.178442,1.349311,0.880036,0.660526,0.185177,1.166201,0.816857,0.348246,0.017871,1.189974,1.000315,0.651815,0.387634,1.512686,1.014206,0.902877,0.393331,3.
-1.866841,-2.036290,1.184036,2.296965,-1.412137,-1.758396,0.653462,1.716013,-1.849387,-2.138594,1.812070,3.193270,-1.859166,-2.296587,1.241235,2.554147,-1.406871,-1.884784,0.948110,1.596841,-1.399733,-1.610746,0.720300,1.758267,-1.705561,-2.077533,1.732744,2.598002,-1.700481,-1.932211,1.370192,2.015472,-1.173560,-1.659244,0.543498,1.075593,2.
-0.690878,-0.725230,-1.939848,-1.460111,-0.895959,-0.884518,-2.166974,-1.662914,-1.181266,-1.001348,-2.155085,-1.811706,-0.903473,-1.246254,-2.358506,-1.935608,-1.185267,-1.229907,-2.341822,-2.133024,-0.879643,-1.042673,-2.089088,-1.702530,-0.380132,-0.849610,-1.698404,-1.403834,-0.366425,-0.969292,-1.682913,-1.240204,-0.651234,-0.958011,-1.672669,-1.233600,5.
-0.249892,-0.375613,-1.399176,-1.460111,-0.453520,-0.534967,-1.806918,-1.451731,-0.216201,-0.345245,-1.373676,-1.442918,-0.168324,-0.283448,-1.458571,-1.354581,-0.151111,-0.444054,-1.444568,-1.345024,-0.136658,-0.430902,-1.192475,-1.335476,0.061677,0.027478,-1.036253,-1.298522,-0.144082,-0.181449,-1.024400,-1.082671,0.094945,-0.169124,-1.013809,-1.286082,7.
0.632080,0.017705,-0.618205,-0.719279,-0.158561,-0.534967,-1.506872,-1.451731,-0.141965,-0.695167,-1.734326,-1.811706,0.199250,0.066663,-1.038601,-0.773554,-0.372716,-0.618688,-1.683835,-1.502624,-0.359554,-0.736787,-1.670668,-1.492785,0.503487,-0.191794,-0.735275,-1.035244,-0.069968,-0.662909,-1.443454,-1.607780,-0.352763,-0.651222,-1.912255,-1.391045,7.
-0.984869,-0.594123,-1.038727,-0.560529,-0.969698,0.033054,-0.126658,-0.184633,-0.735851,0.354598,0.129035,0.190284,-1.197532,-0.370976,-0.618631,-0.350989,-1.185267,-0.182104,-0.367863,-0.504491,-1.176837,-0.168714,-0.355636,-0.496495,-1.190116,-0.454920,-0.554688,-0.192752,-0.885225,-0.444064,-0.545481,-0.347519,-0.875088,-0.256778,-0.055466,-0.341412,1.
-0.470385,-0.856336,-1.759624,-1.301361,-0.748479,-0.840824,-1.926937,-1.504527,-0.438908,-0.651427,-1.734326,-1.284866,-0.462384,-0.721087,-1.998532,-1.460222,-0.446584,-0.706005,-1.564201,-1.450091,-0.433852,-0.693089,-1.790217,-1.230603,-0.748307,-0.761901,-2.059578,-1.193211,-0.144082,-0.575371,-1.443454,-1.187693,-0.128909,-0.738876,-1.612773,-1.338564,7.
-0.102897,0.061407,-0.558130,-0.348863,-0.084821,0.469993,-0.306686,-0.184633,0.526157,0.485819,0.730119,-0.178503,-0.094810,-0.020865,-0.738623,-0.826374,0.144362,-0.007470,-0.726764,-0.662091,0.532028,0.355661,-0.475184,-0.444059,0.135312,-0.367211,-1.096448,-1.087900,-0.144082,-0.356526,-0.844805,-0.610073,-0.128909,-0.344432,-0.175259,-0.183967,4.
-0.911371,-0.463017,-0.558130,-0.348863,-1.190918,-0.447579,-0.546723,-0.343020,-0.884323,-0.257765,-0.291724,-0.178503,-0.976988,-0.370976,-0.738623,-0.456630,-0.963662,-0.356737,-0.188412,-0.451958,-0.656748,-0.168714,-0.475184,-0.077004,-1.042846,-0.498775,-0.855666,-0.403375,-0.736996,-0.181449,-0.365887,-0.189986,-0.427380,0.181492,0.064327,0.025959,1.
-1.278860,-2.167396,1.063887,2.085299,-1.485877,-2.151641,1.373574,1.874400,-1.478209,-2.138594,1.090769,2.086907,-1.491592,-2.034003,0.641278,1.761838,-1.702344,-2.015759,0.888293,1.754441,-1.696927,-2.004027,0.899623,1.758267,-1.631926,-1.902115,0.649224,1.492232,-1.404024,-1.888442,0.352491,1.700407,-1.173560,-1.615417,0.663291,1.495446,2.
1.367057,1.022851,0.823588,0.233219,1.389975,1.038013,0.593453,0.237733,1.120043,0.704520,0.309360,-0.178503,1.228458,0.723121,0.521286,0.124397,1.547858,1.127650,0.768659,0.493642,1.572207,0.923734,0.780074,0.342486,1.681645,0.860711,0.649224,0.386461,2.005231,1.262929,0.651815,0.597678,2.035012,1.101860,0.902877,0.393331,3.
0.411587,0.148811,-0.858503,-0.825112,0.431358,0.164136,-0.606733,-0.818182,0.154978,0.179637,-0.592266,-0.810711,-0.241839,-0.195921,-1.158593,-1.037657,-0.224980,-0.182104,-1.384751,-1.239957,0.086237,-0.168714,-0.654507,-1.020858,0.135312,-0.104085,-1.036253,-0.982588,-0.144082,-0.444064,-1.443454,-1.345226,-0.427380,-0.432086,-1.433084,-1.338564,7.
-0.396887,0.979150,1.244111,0.815302,-0.084821,1.212789,1.553602,0.818486,-0.067729,0.835741,0.970552,0.611756,0.125735,1.248287,1.721200,0.863886,0.144362,0.865700,1.366829,0.703775,-0.359554,0.355661,0.301881,0.499795,-0.159228,0.685294,0.829810,0.702396,-0.144082,0.343779,0.292626,0.492656,-0.725852,-0.344432,0.064327,0.025959,1.
0.191094,0.061407,-1.038727,-0.772195,-0.379780,-0.622354,-1.686900,-1.504527,-0.364672,-0.738907,-1.674218,-1.495602,0.493309,-0.195921,-0.738623,-1.037657,-0.077243,-0.662347,-1.444568,-1.607691,-0.359554,-0.649391,-1.909765,-1.387912,0.135312,-0.191794,-0.855666,-1.087900,-0.144082,-0.487833,-1.742778,-1.712802,-0.427380,-0.651222,-1.732566,-1.496009,7.
0.632080,-0.025997,-0.437980,-0.666362,0.652577,0.338911,-0.186668,-0.237429,0.674628,0.004676,-0.652375,-0.441923,0.419794,0.329246,-0.138666,-0.403809,1.030780,0.516432,0.349941,-0.189291,1.052117,0.705245,0.361655,-0.391622,0.650756,0.378313,-0.374101,-0.350719,0.671174,0.387548,-0.365887,-0.347519,1.214214,0.619763,0.124223,-0.341412,7.
-0.176394,0.673235,0.583289,0.497802,-0.158561,0.863238,0.593453,0.501711,-0.438908,0.529559,0.609902,0.242968,-0.756443,-0.195921,-0.198662,-0.086885,-0.446584,0.167164,0.529392,0.336042,-0.433852,0.355661,0.780074,0.342486,-0.453767,0.334459,0.107463,0.386461,-0.144082,0.869008,0.891274,0.597678,-0.427380,0.707417,0.902877,0.393331,1.
-0.102897,-0.463017,-1.279026,-0.930945,-0.379780,-0.622354,-1.266835,-0.923774,-0.067729,-0.257765,-0.772592,-0.916079,0.125735,-0.195921,-0.978606,-0.826374,0.144362,-0.182104,-1.205300,-1.029824,-0.062360,-0.343506,-1.192475,-0.811113,0.135312,-0.367211,-1.096448,-0.824621,-0.144082,-0.487833,-1.084265,-0.820117,-0.128909,-0.826530,-1.073705,-0.813747,7.
1.073066,0.673235,0.523215,0.127386,1.389975,0.688462,0.293407,0.132141,1.416986,0.879481,0.850335,0.295652,1.375487,0.854412,0.581282,0.230039,1.400122,0.865700,0.589209,0.230975,1.126416,0.880036,0.839849,0.237614,1.239836,0.729148,0.528832,0.123183,1.560545,0.912777,0.771544,0.335123,1.587304,0.926552,0.783084,0.130923,3.
-1.205362,-0.637825,-1.038727,-0.348863,-0.895959,-0.272803,-0.306686,-0.343020,-0.884323,-0.432726,-0.532158,-0.336555,-1.197532,-0.677323,-0.978606,-0.667912,-0.963662,-0.531371,-1.205300,-0.451958,-0.953942,-0.343506,-0.714281,-0.444059,-1.337386,-0.674192,-1.096448,-0.613998,-1.033453,-0.487833,-1.084265,-0.610073,-1.024324,-0.475913,-0.834119,-0.393894,1.
-0.764376,-1.205952,-2.240221,-1.830527,-0.969698,-1.321457,-1.986946,-1.821301,-0.735851,-1.307530,-1.974760,-2.022442,-1.271047,-1.421309,-2.478498,-2.146891,-1.259135,-1.404541,-1.624018,-1.345024,-0.953942,-1.392256,-1.849991,-1.545221,-1.190116,-1.332008,-2.360556,-2.035703,-0.885225,-1.319444,-1.922372,-1.450248,-1.173560,-1.308627,-1.492980,-1.076155,5.
-0.102897,-0.025997,-0.738354,-0.825112,0.505098,0.338911,-0.186668,-0.079042,0.823100,0.529559,0.068926,-0.073135,0.125735,-0.195921,-0.858614,-1.090478,0.144362,-0.007470,-0.607130,-0.819691,0.457729,0.180869,-0.176313,-0.391622,-0.232863,-0.191794,-1.156644,-1.035244,-0.218196,-0.006373,-0.904670,-1.030160,0.094945,0.006184,-0.894016,-0.866229,7.
-0.176394,-0.200805,-1.339101,-1.301361,-0.158561,-0.185416,-1.326844,-1.293344,-0.141965,-0.345245,-1.313567,-1.284866,-0.241839,-0.195921,-0.918610,-0.879195,-0.224980,-0.182104,-1.145483,-1.029824,0.086237,-0.168714,-1.132700,-1.020858,0.135312,-0.104085,-1.036253,-0.982588,0.152375,-0.093911,-0.545481,-0.767606,0.468035,0.225319,-0.354948,-0.761265,7.
-0.470385,0.367321,0.342991,0.233219,-0.674739,0.382605,0.653462,0.396120,-0.141965,0.835741,0.910444,0.401020,-0.682928,0.460537,0.701274,0.441321,-0.372716,0.647407,0.708842,0.441108,-0.062360,1.011130,0.959397,0.604668,-0.085593,1.036129,1.130788,0.491773,-0.069968,0.869008,1.130733,0.492656,0.169563,0.882725,1.142463,0.498294,1.
-0.396887,0.979150,0.943738,0.603635,-0.379780,0.994319,0.953509,0.818486,-0.364672,1.010702,1.271094,0.611756,-0.682928,0.854412,1.121243,0.494142,-0.668189,0.691066,0.828476,0.493642,-0.359554,0.880036,1.138720,0.499795,-0.453767,1.036129,0.829810,0.491773,-0.440539,0.693931,0.831409,0.492656,-0.725852,0.707417,0.842981,0.498294,1.
1.367057,1.197660,0.823588,0.497802,1.389975,1.038013,0.833490,0.237733,1.416986,1.054442,0.850335,0.242968,1.228458,0.898176,0.521286,0.124397,1.547858,1.127650,0.768659,0.493642,1.275013,1.142224,0.540978,0.342486,1.313470,0.860711,0.348246,0.175838,1.708774,1.087853,0.651815,0.387634,1.736540,1.101860,0.663291,0.393331,3.
1.734545,1.022851,0.583289,0.233219,1.389975,1.038013,0.593453,0.501711,1.416986,1.054442,0.609902,0.242968,1.522517,0.898176,0.761269,0.124397,1.547858,0.909358,0.768659,0.336042,1.275013,0.923734,0.540978,0.342486,1.681645,1.079983,0.890006,0.175838,1.708774,1.087853,0.651815,0.177591,1.736540,1.101860,0.663291,0.183404,3.
-0.396887,0.323619,0.042617,-0.084280,-0.084821,0.164136,-0.186668,-0.079042,-0.661615,0.004676,-0.171507,-0.073135,-0.168324,0.329246,0.581282,0.230039,0.439835,0.341798,0.589209,0.493642,0.457729,0.530453,0.301881,0.237614,-0.453767,-0.016376,0.047268,0.123183,-0.440539,-0.006373,0.053167,0.125080,-0.203527,0.181492,0.064327,0.130923,1.
-1.278860,-0.113401,-0.137607,-0.190113,-1.264658,-0.447579,-0.546723,-0.184633,-1.478209,-0.432726,-0.111399,0.032233,-1.418077,-0.370976,-0.378649,-0.139706,-1.406871,-0.531371,-0.607130,-0.136758,-1.399733,-0.343506,0.122558,-0.129441,-1.411021,-0.630338,-0.795470,-0.561342,-1.404024,-0.619140,-0.545481,-0.347519,-1.397414,-0.607395,-0.534637,-0.341412,1.
-0.470385,1.241362,1.844858,0.974051,0.136399,1.256483,1.853648,0.976873,0.154978,1.273143,1.511528,0.980544,-0.462384,1.204523,1.481217,0.969528,-0.151111,1.389601,1.785547,0.966441,-0.136658,1.622901,1.497365,0.761977,-0.380132,1.211546,1.251179,0.807707,-0.366425,1.219160,1.549787,1.017765,0.244181,1.408650,1.262255,1.023111,1.
0.338089,-0.200805,-0.678279,-0.454696,0.357618,0.164136,-0.186668,-0.659795,0.674628,0.354598,0.068926,-0.231187,0.125735,0.022899,-0.798618,-0.403809,0.439835,-0.094787,-0.547313,-0.767158,0.457729,-0.081318,-0.355636,-0.758677,-0.159228,-0.367211,-0.855666,-0.508686,0.078260,-0.181449,-0.844805,-0.505051,0.094945,-0.169124,-0.834119,-0.918710,7.
-1.205362,-0.200805,-0.377906,-0.507613,-1.190918,-0.185416,-0.366695,-0.501408,-1.403973,-0.170284,-0.111399,-0.125819,-0.903473,-0.458504,-0.558636,-0.350989,-0.889794,-0.269421,-0.068778,-0.346891,-0.879643,-0.081318,-0.056765,0.027868,-0.969212,-0.191794,-0.193515,-0.245408,-0.959339,0.168703,0.292626,0.125080,-0.949706,0.181492,0.064327,-0.079004,1.
-1.058367,-1.118548,-1.759624,-1.301361,-1.043438,-1.277763,-1.506872,-1.293344,-1.032794,-1.263790,-1.493892,-1.074130,-1.271047,-1.333781,-1.818545,-1.618684,-0.963662,-1.186248,-1.803469,-1.239957,-1.251136,-1.173766,-1.551120,-1.230603,-0.969212,-1.288154,-2.059578,-1.772424,-0.959339,-1.275675,-1.862507,-1.555270,-0.949706,-1.133319,-1.612773,-1.338564,5.
1.073066,0.848043,0.282916,0.127386,1.095016,0.688462,0.293407,-0.079042,1.120043,0.704520,0.068926,-0.073135,1.081428,0.854412,0.041321,0.018756,1.104649,0.691066,0.290124,0.020842,1.423610,0.705245,0.600752,0.027868,1.239836,0.729148,0.528832,0.123183,1.264088,0.912777,0.771544,0.125080,1.288832,0.751244,0.303913,-0.079004,3.
-0.984869,-1.511866,-0.918578,-0.666362,-1.264658,-1.758396,0.293407,0.924077,-1.700916,-2.357295,1.090769,2.666430,-0.756443,-1.290018,-1.038601,-0.562271,-0.742057,-1.535516,-0.547313,0.388575,-1.251136,-2.004027,0.660526,1.758267,-1.411021,-1.507425,-0.614884,0.228494,-1.626367,-2.019749,0.352491,1.700407,-1.994357,-2.360476,0.902877,2.440116,2.
0.411587,0.192513,-0.558130,-0.560529,0.726317,0.207829,-0.366695,-0.765386,0.748864,0.529559,-0.351833,-0.547291,0.346280,0.197954,-0.378649,-0.509450,0.365966,0.036189,-0.128595,-0.714624,0.977819,0.049776,-0.594733,-0.496495,0.798026,0.246750,-0.313906,-0.561342,0.522946,0.081165,-0.784941,-0.767606,0.542653,0.093838,-0.534637,-0.761265,4.
-0.176394,-0.681527,-1.339101,-1.513027,-0.158561,-0.491273,-1.746909,-1.504527,-0.141965,-0.476466,-1.734326,-1.495602,-0.462384,-0.721087,-1.998532,-1.460222,-0.446584,-0.706005,-1.564201,-1.450091,-0.433852,-0.518297,-1.790217,-1.440349,-0.453767,-0.761901,-1.457622,-1.351178,-0.440539,-0.575371,-1.443454,-1.345226,-0.427380,-0.563568,-1.433084,-1.338564,7.
